item_id,category,region,date,stock_level,demand,supply,is_scarce,potentially_scarce,conversion_rate,experience_score,dispute_amount,win_amount,recouped_amount,tag_status,net_loss,spike_indicator,supply_demand_ratio
ITEM09396,Apparel,East,2023-12-12,373,307,288,No,No,0.47,5,328.89,50.6,165.74,Escalated,112.54999999999995,No,0.935064935064935
ITEM09397,Electronics,Central,2023-12-02,461,522,479,No,No,0.49,1,191.69,160.96,27.44,Flagged,3.2899999999999885,No,0.9158699808795411
ITEM09398,Toys,South,2023-01-27,424,192,658,No,Yes,0.85,3,160.56,337.13,21.55,Reviewed,-198.12,No,3.4093264248704664
ITEM09399,Groceries,North,2023-04-21,488,240,147,No,No,0.69,8,881.28,18.62,13.32,Reviewed,849.3399999999999,Yes,0.6099585062240664
ITEM09400,Groceries,West,2023-08-21,72,454,936,Yes,No,0.54,4,393.98,343.06,263.91,Resolved,-212.99,No,2.057142857142857
ITEM09401,Apparel,East,2023-03-05,26,622,885,Yes,No,0.39,8,755.51,71.36,228.73,Resolved,455.41999999999996,No,1.420545746388443
ITEM09402,Home Appliances,North,2023-04-07,403,902,510,Yes,No,0.83,1,758.54,454.33,247.1,Escalated,57.109999999999985,No,0.5647840531561462
ITEM09403,Apparel,West,2023-09-24,37,850,614,Yes,No,0.11,8,570.84,48.78,5.62,Flagged,516.44,No,0.7215041128084606
ITEM09404,Electronics,West,2023-11-22,253,875,670,Yes,No,0.36,10,825.9,95.69,215.41,Escalated,514.8000000000001,No,0.7648401826484018
ITEM09405,Home Appliances,East,2023-08-20,395,874,306,Yes,Yes,0.86,9,0.86,113.81,190.04,Reviewed,-302.99,No,0.3497142857142857
ITEM09406,Groceries,South,2023-02-17,425,168,60,No,Yes,0.5,7,161.74,331.75,29.12,Flagged,-199.13,No,0.35502958579881655
ITEM09407,Toys,South,2023-12-16,85,681,227,Yes,Yes,0.6,3,854.01,405.56,174.63,Reviewed,273.82,No,0.33284457478005863
ITEM09408,Toys,North,2023-07-29,356,796,442,Yes,No,0.53,2,936.8,264.77,19.17,Flagged,652.86,No,0.5545796737766625
ITEM09409,Electronics,North,2023-03-17,433,982,343,Yes,Yes,0.42,1,510.99,372.08,136.0,Reviewed,2.910000000000025,No,0.34893184130213634
ITEM09410,Apparel,Central,2023-09-04,358,223,446,No,No,0.63,10,693.27,443.73,205.09,Escalated,44.44999999999996,No,1.9910714285714286
ITEM09411,Electronics,South,2023-11-12,30,518,438,Yes,No,0.71,10,156.14,305.32,18.42,Flagged,-167.60000000000002,No,0.8439306358381503
ITEM09412,Toys,North,2023-03-09,204,833,586,Yes,No,0.39,7,671.43,155.22,153.35,Escalated,362.8599999999999,No,0.7026378896882494
ITEM09413,Groceries,Central,2023-11-09,192,622,687,Yes,No,0.57,1,649.35,76.55,207.07,Resolved,365.7300000000001,No,1.102728731942215
ITEM09414,Toys,West,2023-03-05,229,777,315,Yes,No,0.17,6,109.62,294.36,15.17,Flagged,-199.91,No,0.40488431876606684
ITEM09415,Home Appliances,North,2023-07-01,180,702,182,Yes,Yes,0.54,1,783.08,418.22,261.07,Resolved,103.79000000000002,No,0.25889046941678523
ITEM09416,Toys,Central,2023-03-21,244,859,327,Yes,Yes,0.7,10,33.58,95.18,106.34,Resolved,-167.94,No,0.3802325581395349
ITEM09417,Toys,South,2023-12-09,39,440,603,Yes,No,0.57,4,980.0,499.74,94.32,Escalated,385.94,No,1.3673469387755102
ITEM09418,Home Appliances,West,2023-07-22,328,404,150,No,Yes,0.8,5,966.07,63.55,36.44,Resolved,866.0800000000002,Yes,0.37037037037037035
ITEM09419,Apparel,North,2023-07-01,422,902,453,Yes,No,0.33,1,786.91,19.55,295.6,Resolved,471.76,No,0.5016611295681063
ITEM09420,Toys,South,2023-08-02,393,256,333,No,No,0.49,8,486.95,342.97,173.46,Escalated,-29.480000000000047,No,1.2957198443579767
ITEM09421,Electronics,West,2023-04-30,156,187,326,No,No,0.17,7,298.1,182.53,174.98,Flagged,-59.40999999999997,No,1.7340425531914894
ITEM09422,Toys,East,2023-08-29,167,327,188,No,No,0.66,1,339.06,335.22,182.97,Escalated,-179.13000000000002,No,0.573170731707317
ITEM09423,Electronics,South,2023-12-01,157,464,270,Yes,No,0.45,5,103.13,90.5,125.21,Resolved,-112.58,No,0.5806451612903226
ITEM09424,Home Appliances,East,2023-07-21,129,745,118,Yes,Yes,0.52,4,725.2,93.39,114.84,Flagged,516.97,No,0.1581769436997319
ITEM09425,Toys,North,2023-10-19,81,365,854,Yes,Yes,0.2,1,960.85,251.17,164.65,Reviewed,545.0300000000001,No,2.3333333333333335
ITEM09426,Home Appliances,Central,2023-02-23,155,183,226,No,No,0.9,4,238.84,472.64,49.5,Resolved,-283.29999999999995,No,1.2282608695652173
ITEM09427,Home Appliances,North,2023-05-25,174,311,422,No,No,0.72,4,977.77,187.7,176.66,Flagged,613.41,No,1.3525641025641026
ITEM09428,Apparel,South,2023-12-22,287,317,758,No,Yes,0.42,6,452.99,36.45,149.34,Reviewed,267.20000000000005,No,2.3836477987421385
ITEM09429,Toys,East,2023-03-27,87,952,594,Yes,No,0.56,4,140.17,368.6,44.43,Reviewed,-272.86,No,0.6232948583420777
ITEM09430,Electronics,East,2023-01-22,101,848,350,Yes,No,0.59,5,772.11,461.11,233.84,Resolved,77.16,No,0.4122497055359246
ITEM09431,Electronics,West,2023-11-27,247,250,277,No,No,0.87,10,830.07,181.6,22.64,Flagged,625.83,No,1.1035856573705178
ITEM09432,Toys,North,2023-10-19,205,785,697,Yes,No,0.71,3,337.78,228.53,72.06,Reviewed,37.18999999999997,No,0.8867684478371501
ITEM09433,Apparel,North,2023-08-24,88,239,421,Yes,No,0.38,7,966.95,475.73,50.69,Escalated,440.53000000000003,No,1.7541666666666667
ITEM09434,Apparel,South,2023-01-29,344,154,695,No,Yes,0.88,3,536.36,374.02,137.33,Reviewed,25.01000000000002,No,4.483870967741935
ITEM09435,Apparel,East,2023-07-02,287,240,448,No,No,0.34,5,32.13,334.56,212.45,Flagged,-514.88,No,1.8589211618257262
ITEM09436,Electronics,South,2023-06-09,410,173,192,No,No,0.56,2,344.68,64.24,72.66,Escalated,207.78,No,1.103448275862069
ITEM09437,Home Appliances,South,2023-01-18,309,234,806,No,Yes,0.66,10,765.93,290.66,45.4,Resolved,429.86999999999995,No,3.429787234042553
ITEM09438,Apparel,East,2023-02-07,95,928,186,Yes,Yes,0.32,10,198.79,430.03,169.68,Escalated,-400.91999999999996,No,0.20021528525296017
ITEM09439,Electronics,South,2023-04-11,439,741,622,No,No,0.87,8,131.67,363.26,199.69,Flagged,-431.28,No,0.8382749326145552
ITEM09440,Electronics,East,2023-10-17,158,843,105,Yes,Yes,0.27,4,613.84,58.08,285.29,Flagged,270.46999999999997,No,0.12440758293838862
ITEM09441,Home Appliances,South,2023-06-22,113,125,694,No,Yes,0.45,1,298.92,335.65,182.39,Reviewed,-219.11999999999995,No,5.507936507936508
ITEM09442,Toys,Central,2023-12-09,23,587,431,Yes,No,0.24,2,613.6,402.4,170.38,Escalated,40.82000000000005,No,0.7329931972789115
ITEM09443,Toys,South,2023-03-08,162,534,971,Yes,No,0.8,7,315.44,190.83,141.77,Reviewed,-17.160000000000025,No,1.8149532710280374
ITEM09444,Apparel,South,2023-07-10,285,680,520,Yes,No,0.28,7,771.26,377.05,83.86,Flagged,310.34999999999997,No,0.7635829662261381
ITEM09445,Apparel,Central,2023-02-12,352,161,257,No,No,0.13,2,421.6,356.13,285.32,Reviewed,-219.84999999999997,No,1.5864197530864197
ITEM09446,Home Appliances,North,2023-05-03,54,299,687,Yes,No,0.13,8,986.19,166.24,213.24,Escalated,606.71,No,2.29
ITEM09447,Apparel,East,2023-10-05,63,589,684,Yes,No,0.43,1,374.75,371.14,142.1,Resolved,-138.48999999999998,No,1.159322033898305
ITEM09448,Home Appliances,West,2023-12-09,32,592,792,Yes,No,0.52,4,146.53,319.81,159.65,Resolved,-332.93,No,1.3355817875210794
ITEM09449,Electronics,Central,2023-07-15,45,778,84,Yes,Yes,0.13,8,635.12,156.01,287.42,Reviewed,191.69,No,0.10783055198973042
ITEM09450,Apparel,North,2023-11-29,218,567,315,Yes,No,0.17,5,728.64,268.05,145.64,Resolved,314.95,No,0.5545774647887324
ITEM09451,Electronics,South,2023-05-05,480,215,652,No,Yes,0.18,8,344.54,228.44,298.02,Flagged,-181.91999999999996,No,3.0185185185185186
ITEM09452,Groceries,North,2023-04-06,288,470,70,No,Yes,0.63,8,745.89,25.28,171.38,Flagged,549.23,No,0.14861995753715498
ITEM09453,Home Appliances,Central,2023-06-06,195,750,189,Yes,Yes,0.34,9,341.48,341.49,275.12,Resolved,-275.13,No,0.25166444740346205
ITEM09454,Groceries,South,2023-02-09,252,331,314,No,No,0.55,1,97.15,68.19,217.15,Flagged,-188.19,No,0.9457831325301205
ITEM09455,Apparel,North,2023-12-26,447,547,449,No,No,0.16,1,83.2,121.13,32.64,Reviewed,-70.57,No,0.8193430656934306
ITEM09456,Electronics,West,2023-06-22,285,313,506,No,No,0.81,9,476.57,479.12,184.6,Resolved,-187.15,No,1.6114649681528663
ITEM09457,Apparel,East,2023-06-22,235,307,169,No,No,0.34,7,983.61,115.37,285.89,Reviewed,582.35,No,0.5487012987012987
ITEM09458,Groceries,East,2023-04-30,78,201,782,Yes,Yes,0.72,9,531.91,195.93,100.08,Reviewed,235.89999999999998,No,3.871287128712871
ITEM09459,Apparel,Central,2023-09-30,412,909,999,Yes,No,0.76,2,532.18,479.96,107.15,Resolved,-54.930000000000035,No,1.097802197802198
ITEM09460,Toys,South,2023-12-24,445,109,432,No,Yes,0.89,8,862.85,375.15,34.71,Resolved,452.99000000000007,No,3.9272727272727272
ITEM09461,Groceries,South,2023-12-30,91,572,584,Yes,No,0.69,1,947.33,340.26,153.44,Flagged,453.63000000000005,No,1.019197207678883
ITEM09462,Apparel,East,2023-12-12,95,222,88,Yes,Yes,0.45,4,175.93,410.42,89.58,Flagged,-324.07,No,0.39461883408071746
ITEM09463,Electronics,North,2023-11-15,227,886,796,Yes,No,0.22,8,132.01,29.69,231.46,Resolved,-129.14000000000001,No,0.8974069898534386
ITEM09464,Apparel,South,2023-09-18,285,103,802,No,Yes,0.14,4,682.48,443.57,61.8,Escalated,177.11,No,7.711538461538462
ITEM09465,Electronics,West,2023-10-08,361,566,689,No,No,0.81,3,611.75,126.12,221.38,Flagged,264.25,No,1.215167548500882
ITEM09466,Toys,West,2023-11-25,234,358,71,No,Yes,0.46,7,345.72,76.79,122.86,Reviewed,146.07,No,0.1977715877437326
ITEM09467,Apparel,South,2023-05-04,101,820,616,Yes,No,0.7,5,895.53,414.76,281.63,Escalated,199.14,No,0.7503045066991474
ITEM09468,Toys,South,2023-10-05,251,877,976,Yes,No,0.5,1,542.64,140.19,172.07,Reviewed,230.38,No,1.111617312072893
ITEM09469,Groceries,East,2023-04-03,489,873,891,No,No,0.8,4,173.19,119.28,265.9,Flagged,-211.98999999999998,No,1.0194508009153318
ITEM09470,Electronics,Central,2023-02-04,139,386,96,Yes,Yes,0.7,4,389.46,395.43,77.16,Escalated,-83.13000000000002,No,0.24806201550387597
ITEM09471,Groceries,East,2023-11-07,322,130,795,No,Yes,0.17,1,877.85,27.86,284.08,Reviewed,565.9100000000001,No,6.068702290076335
ITEM09472,Electronics,Central,2023-05-08,142,787,588,Yes,No,0.7,10,18.63,38.08,65.06,Flagged,-84.51,No,0.7461928934010152
ITEM09473,Toys,West,2023-01-20,239,620,433,Yes,No,0.31,5,837.94,406.5,283.71,Resolved,147.73000000000008,No,0.6972624798711755
ITEM09474,Home Appliances,Central,2023-09-18,265,815,531,Yes,No,0.72,2,951.65,209.44,262.7,Resolved,479.51000000000005,No,0.6507352941176471
ITEM09475,Apparel,East,2023-06-16,341,719,97,Yes,Yes,0.86,8,366.36,423.19,60.63,Resolved,-117.45999999999998,No,0.13472222222222222
ITEM09476,Toys,South,2023-11-15,60,223,728,Yes,Yes,0.84,9,284.79,394.67,197.02,Resolved,-306.9,No,3.25
ITEM09477,Electronics,Central,2023-08-24,22,849,966,Yes,No,0.2,2,165.77,278.8,110.76,Reviewed,-223.79000000000002,No,1.1364705882352941
ITEM09478,Electronics,East,2023-02-01,10,229,832,Yes,Yes,0.14,10,40.01,374.78,120.47,Resolved,-455.24,No,3.617391304347826
ITEM09479,Electronics,West,2023-08-19,15,845,130,Yes,Yes,0.72,10,676.51,71.6,11.85,Reviewed,593.06,No,0.1536643026004728
ITEM09480,Electronics,Central,2023-07-10,48,615,679,Yes,No,0.67,4,170.96,95.19,248.52,Reviewed,-172.75,No,1.1022727272727273
ITEM09481,Apparel,West,2023-11-26,365,579,94,No,Yes,0.24,2,894.84,421.31,77.87,Escalated,395.66,No,0.16206896551724137
ITEM09482,Groceries,West,2023-05-25,335,831,324,Yes,Yes,0.65,5,455.75,170.64,230.63,Reviewed,54.48000000000002,No,0.3894230769230769
ITEM09483,Home Appliances,North,2023-04-11,397,873,742,Yes,No,0.11,7,972.91,2.48,176.75,Escalated,793.68,Yes,0.8489702517162472
ITEM09484,Apparel,Central,2023-03-20,389,641,360,No,No,0.6,5,979.83,476.68,291.23,Reviewed,211.92000000000002,No,0.5607476635514018
ITEM09485,Electronics,East,2023-06-09,169,928,281,Yes,Yes,0.77,5,800.54,355.91,60.24,Reviewed,384.38999999999993,No,0.302475780409042
ITEM09486,Apparel,Central,2023-09-12,400,176,135,No,No,0.61,2,439.75,422.69,96.15,Escalated,-79.09,No,0.7627118644067796
ITEM09487,Toys,Central,2023-10-06,118,282,154,Yes,No,0.15,3,462.37,456.37,49.94,Flagged,-43.94,No,0.5441696113074205
ITEM09488,Electronics,West,2023-07-07,478,465,804,No,No,0.89,6,950.58,315.62,249.69,Resolved,385.27000000000004,No,1.7253218884120172
ITEM09489,Home Appliances,West,2023-07-29,41,391,226,Yes,No,0.38,6,727.69,251.54,99.1,Resolved,377.05000000000007,No,0.576530612244898
ITEM09490,Electronics,West,2023-08-29,9,813,795,Yes,No,0.4,1,400.66,75.41,58.54,Escalated,266.71,No,0.9766584766584766
ITEM09491,Home Appliances,West,2023-02-25,429,488,639,No,No,0.17,1,862.51,94.26,177.6,Reviewed,590.65,No,1.3067484662576687
ITEM09492,Home Appliances,East,2023-05-17,467,256,687,No,Yes,0.23,10,271.82,225.31,113.27,Flagged,-66.76,No,2.6731517509727625
ITEM09493,Groceries,South,2023-04-16,48,199,238,Yes,No,0.32,9,936.83,33.35,243.67,Reviewed,659.8100000000001,No,1.19
ITEM09494,Groceries,North,2023-03-10,264,733,109,Yes,Yes,0.74,2,242.49,393.37,229.12,Escalated,-380.0,No,0.14850136239782016
ITEM09495,Apparel,West,2023-07-09,206,926,269,Yes,Yes,0.65,2,733.02,279.21,35.98,Flagged,417.83,No,0.2901833872707659
ITEM09496,Apparel,West,2023-07-11,166,209,637,No,Yes,0.57,9,647.32,463.02,256.76,Escalated,-72.45999999999992,No,3.033333333333333
ITEM09497,Home Appliances,North,2023-10-05,1,778,652,Yes,No,0.79,5,586.26,312.36,294.77,Resolved,-20.870000000000005,No,0.8369704749679076
ITEM09498,Electronics,West,2023-02-01,67,741,165,Yes,Yes,0.9,6,468.12,486.09,225.28,Escalated,-243.24999999999997,No,0.2223719676549865
ITEM09499,Toys,South,2023-06-24,307,369,841,No,No,0.41,3,557.55,139.37,247.19,Reviewed,170.98999999999995,No,2.272972972972973
ITEM09500,Toys,Central,2023-09-15,471,237,519,No,No,0.41,7,692.48,174.96,275.23,Reviewed,242.28999999999996,No,2.180672268907563
ITEM09501,Electronics,North,2023-05-03,209,787,216,Yes,Yes,0.69,2,633.39,211.66,235.76,Resolved,185.97000000000003,No,0.27411167512690354
ITEM09502,Electronics,East,2023-03-26,138,163,687,No,Yes,0.62,5,276.56,147.67,175.42,Escalated,-46.52999999999997,No,4.189024390243903
ITEM09503,Groceries,North,2023-08-04,36,742,494,Yes,No,0.11,4,271.69,397.83,20.45,Reviewed,-146.58999999999997,No,0.6648721399730821
ITEM09504,Toys,South,2023-08-04,217,606,282,Yes,No,0.62,8,649.12,266.76,145.33,Escalated,237.03,No,0.4645799011532125
ITEM09505,Home Appliances,East,2023-01-14,455,939,163,Yes,Yes,0.68,2,152.46,227.56,234.88,Escalated,-309.98,No,0.17340425531914894
ITEM09506,Apparel,Central,2023-02-06,277,799,557,Yes,No,0.89,1,975.04,228.18,76.87,Flagged,669.9899999999999,No,0.69625
ITEM09507,Groceries,West,2023-01-27,179,888,661,Yes,No,0.57,2,846.78,407.22,196.06,Flagged,243.49999999999994,No,0.7435320584926884
ITEM09508,Toys,North,2023-06-01,4,449,200,Yes,No,0.65,2,453.01,120.51,94.55,Escalated,237.95,No,0.4444444444444444
ITEM09509,Electronics,East,2023-03-05,129,246,633,No,Yes,0.73,8,525.0,160.46,258.65,Flagged,105.88999999999999,No,2.562753036437247
ITEM09510,Toys,North,2023-03-11,132,434,419,Yes,No,0.18,1,354.27,464.78,108.98,Escalated,-219.49,No,0.9632183908045977
ITEM09511,Home Appliances,Central,2023-06-03,98,631,398,Yes,No,0.69,1,152.42,198.63,13.64,Flagged,-59.85000000000001,No,0.629746835443038
ITEM09512,Groceries,North,2023-09-10,159,925,216,Yes,Yes,0.54,10,591.47,497.83,174.7,Flagged,-81.05999999999995,No,0.23326133909287258
ITEM09513,Electronics,East,2023-09-28,235,653,121,Yes,Yes,0.18,1,988.8,218.68,13.73,Escalated,756.3899999999999,Yes,0.18501529051987767
ITEM09514,Home Appliances,South,2023-01-29,146,961,909,Yes,No,0.64,3,162.94,211.28,64.7,Flagged,-113.04,No,0.9449064449064449
ITEM09515,Apparel,East,2023-03-15,358,506,402,No,No,0.29,5,536.11,296.72,150.43,Reviewed,88.95999999999998,No,0.7928994082840237
ITEM09516,Groceries,North,2023-10-11,114,443,60,Yes,Yes,0.53,8,960.18,423.34,237.98,Escalated,298.8599999999999,No,0.13513513513513514
ITEM09517,Home Appliances,Central,2023-02-28,3,751,859,Yes,No,0.32,8,982.31,359.64,96.02,Reviewed,526.65,No,1.1422872340425532
ITEM09518,Home Appliances,West,2023-08-31,86,620,790,Yes,No,0.18,10,485.92,380.82,86.8,Flagged,18.300000000000026,No,1.2721417069243157
ITEM09519,Electronics,West,2023-11-25,45,690,687,Yes,No,0.3,5,73.1,488.44,33.9,Escalated,-449.24,No,0.9942112879884226
ITEM09520,Apparel,Central,2023-05-29,82,949,202,Yes,Yes,0.45,5,250.02,398.17,175.7,Resolved,-323.85,No,0.21263157894736842
ITEM09521,Home Appliances,North,2023-01-10,153,759,211,Yes,Yes,0.5,7,703.75,233.62,159.76,Reviewed,310.37,No,0.2776315789473684
ITEM09522,Groceries,Central,2023-05-12,305,804,839,Yes,No,0.22,1,69.67,328.34,2.66,Reviewed,-261.33,No,1.0422360248447204
ITEM09523,Home Appliances,North,2023-03-03,281,870,435,Yes,No,0.36,1,637.83,415.24,210.87,Flagged,11.720000000000027,No,0.49942594718714123
ITEM09524,Toys,East,2023-09-19,326,235,740,No,Yes,0.79,1,450.4,84.74,138.11,Escalated,227.54999999999995,No,3.135593220338983
ITEM09525,Groceries,South,2023-08-06,287,138,193,No,No,0.83,8,180.69,173.81,86.74,Resolved,-79.86,No,1.3884892086330936
ITEM09526,Groceries,North,2023-08-20,110,419,188,Yes,No,0.53,8,99.58,302.39,213.24,Resolved,-416.05,No,0.44761904761904764
ITEM09527,Home Appliances,West,2023-12-02,116,386,255,Yes,No,0.49,4,682.97,190.03,243.54,Escalated,249.40000000000006,No,0.6589147286821705
ITEM09528,Electronics,West,2023-03-13,96,978,145,Yes,Yes,0.57,5,176.08,27.05,179.14,Escalated,-30.109999999999985,No,0.1481103166496425
ITEM09529,Groceries,South,2023-01-16,427,562,775,No,No,0.27,7,522.73,470.16,28.33,Escalated,24.239999999999995,No,1.3765541740674956
ITEM09530,Toys,North,2023-02-07,281,990,630,Yes,No,0.89,6,493.03,269.93,271.74,Flagged,-48.64000000000004,No,0.6357214934409687
ITEM09531,Electronics,South,2023-06-26,188,761,405,Yes,No,0.7,2,673.64,317.35,5.35,Flagged,350.93999999999994,No,0.531496062992126
ITEM09532,Electronics,East,2023-11-17,87,451,520,Yes,No,0.29,7,431.32,359.72,62.8,Flagged,8.799999999999969,No,1.1504424778761062
ITEM09533,Electronics,South,2023-03-24,306,104,367,No,Yes,0.32,2,915.4,18.19,79.32,Flagged,817.8899999999999,Yes,3.4952380952380953
ITEM09534,Groceries,East,2023-01-17,442,335,561,No,No,0.62,4,852.43,90.91,111.0,Flagged,650.52,No,1.6696428571428572
ITEM09535,Electronics,West,2023-06-05,86,335,68,Yes,Yes,0.36,4,817.5,451.75,106.65,Escalated,259.1,No,0.20238095238095238
ITEM09536,Home Appliances,East,2023-06-21,421,925,462,Yes,No,0.38,5,277.29,393.61,269.69,Escalated,-386.01,No,0.49892008639308855
ITEM09537,Electronics,North,2023-03-11,25,600,987,Yes,No,0.72,1,984.95,33.04,238.84,Escalated,713.07,Yes,1.642262895174709
ITEM09538,Toys,North,2023-03-12,379,204,456,No,No,0.31,3,524.16,393.84,60.43,Escalated,69.88999999999999,No,2.2243902439024392
ITEM09539,Apparel,North,2023-09-12,428,306,877,No,Yes,0.66,8,976.63,449.89,286.24,Resolved,240.5,No,2.8566775244299674
ITEM09540,Toys,North,2023-05-11,30,338,451,Yes,No,0.85,6,840.97,83.52,108.68,Escalated,648.77,No,1.3303834808259587
ITEM09541,Groceries,Central,2023-02-18,125,930,912,Yes,No,0.2,3,864.92,31.32,65.56,Resolved,768.04,Yes,0.9795918367346939
ITEM09542,Electronics,East,2023-01-21,197,928,150,Yes,Yes,0.22,2,705.8,431.51,283.72,Escalated,-9.430000000000064,No,0.16146393972012918
ITEM09543,Electronics,North,2023-11-16,300,151,642,No,Yes,0.85,6,173.83,300.39,171.56,Reviewed,-298.12,No,4.223684210526316
ITEM09544,Home Appliances,South,2023-08-08,30,207,744,Yes,Yes,0.26,3,958.02,495.0,176.91,Escalated,286.11,No,3.576923076923077
ITEM09545,Electronics,South,2023-07-06,366,456,67,No,Yes,0.12,7,400.21,352.63,196.8,Reviewed,-149.22000000000003,No,0.14660831509846828
ITEM09546,Toys,Central,2023-02-01,316,132,204,No,No,0.79,7,943.58,255.55,187.57,Escalated,500.46,No,1.5338345864661653
ITEM09547,Groceries,East,2023-07-22,431,121,902,No,Yes,0.33,2,877.65,122.79,188.97,Reviewed,565.89,No,7.39344262295082
ITEM09548,Apparel,East,2023-10-03,231,406,178,No,No,0.34,4,822.41,349.89,0.59,Escalated,471.93,No,0.43734643734643736
ITEM09549,Electronics,East,2023-08-30,44,110,959,Yes,Yes,0.28,3,8.13,38.44,205.7,Resolved,-236.01,No,8.63963963963964
ITEM09550,Apparel,Central,2023-01-16,492,738,364,No,No,0.83,8,576.62,207.83,222.64,Reviewed,146.14999999999998,No,0.4925575101488498
ITEM09551,Electronics,East,2023-11-12,315,541,415,No,No,0.72,8,244.01,173.33,8.08,Reviewed,62.59999999999998,No,0.7656826568265682
ITEM09552,Groceries,East,2023-06-22,188,661,511,Yes,No,0.58,4,880.53,301.46,187.34,Flagged,391.7299999999999,No,0.7719033232628398
ITEM09553,Toys,North,2023-05-17,51,297,210,Yes,No,0.46,4,701.53,110.98,79.4,Flagged,511.15,No,0.7046979865771812
ITEM09554,Groceries,East,2023-06-28,51,628,981,Yes,No,0.21,6,648.7,81.47,188.48,Flagged,378.75,No,1.5596184419713832
ITEM09555,Apparel,North,2023-12-25,331,143,680,No,Yes,0.84,6,904.51,74.78,79.48,Flagged,750.25,Yes,4.722222222222222
ITEM09556,Electronics,North,2023-03-02,498,284,984,No,Yes,0.7,6,295.67,155.27,28.77,Reviewed,111.63000000000001,No,3.4526315789473685
ITEM09557,Apparel,East,2023-04-14,464,488,425,No,No,0.32,2,107.87,431.73,53.48,Flagged,-377.34000000000003,No,0.869120654396728
ITEM09558,Toys,South,2023-11-13,317,650,381,Yes,No,0.86,8,305.37,198.61,275.33,Reviewed,-168.57,No,0.5852534562211982
ITEM09559,Groceries,West,2023-07-14,409,606,734,No,No,0.85,7,183.5,445.64,131.74,Resolved,-393.88,No,1.2092257001647446
ITEM09560,Apparel,South,2023-09-13,322,541,714,No,No,0.63,2,252.64,373.69,274.9,Escalated,-395.95,No,1.3173431734317342
ITEM09561,Apparel,East,2023-03-17,78,595,960,Yes,No,0.89,8,566.28,357.7,145.19,Escalated,63.389999999999986,No,1.610738255033557
ITEM09562,Toys,East,2023-09-28,48,604,69,Yes,Yes,0.25,1,455.36,383.99,269.51,Resolved,-198.14,No,0.1140495867768595
ITEM09563,Electronics,South,2023-06-30,229,236,595,No,Yes,0.69,10,980.98,251.9,170.27,Reviewed,558.8100000000001,No,2.5105485232067513
ITEM09564,Apparel,East,2023-05-12,343,378,875,No,Yes,0.22,7,418.48,134.53,105.31,Flagged,178.64000000000004,No,2.308707124010554
ITEM09565,Toys,North,2023-05-31,370,263,621,No,Yes,0.65,6,151.8,89.32,66.64,Escalated,-4.159999999999982,No,2.352272727272727
ITEM09566,Electronics,Central,2023-06-04,477,642,511,No,No,0.84,9,874.88,248.46,111.36,Escalated,515.06,No,0.7947122861586314
ITEM09567,Electronics,East,2023-12-25,43,951,207,Yes,Yes,0.53,3,276.36,187.78,53.08,Flagged,35.500000000000014,No,0.21743697478991597
ITEM09568,Groceries,East,2023-08-23,291,122,413,No,Yes,0.71,9,107.85,328.92,294.43,Reviewed,-515.5,No,3.3577235772357725
ITEM09569,Toys,South,2023-09-05,436,810,958,No,No,0.21,5,658.84,174.55,104.59,Reviewed,379.70000000000005,No,1.1812577065351417
ITEM09570,Electronics,North,2023-06-14,246,606,767,Yes,No,0.61,5,256.35,28.57,167.08,Flagged,60.70000000000002,No,1.2635914332784184
ITEM09571,Groceries,South,2023-07-24,427,785,654,No,No,0.15,6,15.99,189.61,299.01,Reviewed,-472.63,No,0.8320610687022901
ITEM09572,Home Appliances,South,2023-06-14,218,609,779,Yes,No,0.13,3,663.64,442.23,155.67,Reviewed,65.73999999999998,No,1.277049180327869
ITEM09573,Toys,East,2023-08-01,21,669,372,Yes,No,0.61,4,72.4,353.16,93.2,Resolved,-373.96,No,0.5552238805970149
ITEM09574,Home Appliances,North,2023-09-11,129,807,138,Yes,Yes,0.56,10,2.26,192.99,184.2,Resolved,-374.93,No,0.1707920792079208
ITEM09575,Electronics,East,2023-06-06,6,699,222,Yes,Yes,0.36,6,682.23,105.24,245.15,Resolved,331.84000000000003,No,0.3171428571428571
ITEM09576,Toys,East,2023-06-26,271,543,89,Yes,Yes,0.51,5,453.17,283.1,184.93,Resolved,-14.860000000000014,No,0.1636029411764706
ITEM09577,Groceries,East,2023-03-16,471,241,983,No,Yes,0.65,10,804.43,467.62,66.11,Escalated,270.69999999999993,No,4.06198347107438
ITEM09578,Electronics,East,2023-06-27,349,380,252,No,No,0.62,8,164.31,290.07,57.74,Flagged,-183.5,No,0.6614173228346457
ITEM09579,Toys,Central,2023-10-11,43,306,782,Yes,Yes,0.16,7,510.71,444.69,215.15,Resolved,-149.13000000000002,No,2.547231270358306
ITEM09580,Toys,West,2023-11-26,239,783,608,Yes,No,0.64,1,116.04,352.82,254.66,Resolved,-491.43999999999994,No,0.7755102040816326
ITEM09581,Home Appliances,North,2023-05-13,365,401,292,No,No,0.63,6,409.71,60.09,209.75,Flagged,139.87,No,0.7263681592039801
ITEM09582,Electronics,Central,2023-05-05,64,496,555,Yes,No,0.64,5,356.37,351.45,27.97,Escalated,-23.049999999999983,No,1.1167002012072436
ITEM09583,Groceries,West,2023-11-08,245,417,137,No,Yes,0.78,10,638.2,303.11,96.68,Escalated,238.41000000000003,No,0.3277511961722488
